id,sent0,sent1,label
4326,عبر ال+ أولاد ال+ نهر عن طريق ال+ سباح +ة .,ال+ أولاد يعبر +ون ال+ نهر ب+ ال+ طيران .,1
4327,ال+ سجائر تضر ب+ ال+ صح +ة .,ال+ سجائر مفيد +ة ل+ ال+ صح +ة .,1
4328,رفع +ت شيلا ذيل +ها,رفع +ت شيلا يد +ها,0
4329,يطبع جيف ب+ طابع +ة,يطبع جيف ب+ جرار,1
4330,ال+ ماء و+ ال+ ثلج هما نفس ال+ ماد +ة,ال+ ماء و+ ال+ جليد ليس +ا نفس ال+ ماد +ة,1
4331,عاد +ة ما تكون ال+ مزهري +ات مصنوع +ة من ال+ زجاج,عاد +ة ما تكون ال+ مزهري +ات مصنوع +ة من ال+ ذهب,1
4332,أنا ال+ قفز,أنا أطير,1
4333,ال+ حجر ل+ +ه تأثير طبي,ال+ دواء ل+ +ه تأثير طبي,0
4334,يمكنني شراء بعض ال+ كتب من متاجر ال+ ملابس .,يمكنني شراء بعض ال+ ملابس من متاجر ال+ ملابس .,0
4335,إذا وقع +ت في حب شخص ما ، فيمكنه أن يضربك,إذا وقع +ت في حب شخص ما ، فيمكنه تقبيلك,0
4336,يتم إرسال ال+ مريض إلى ال+ شرط +ة .,يتم إرسال ال+ مريض إلى ال+ مستشفى .,0
4337,ال+ يورانيوم مشع,ال+ كربون مشع,1
4338,قط +ت +ي تقرأ ال+ صحف الآن .,أنا أقرأ ال+ صحف الآن .,0
4339,كان ال+ طقس رائع +ا و+ بارد +ا .,كان +ت عاصف +ة و+ بارد +ة .,0
4340,يمكن ل+ ال+ قاضي ال+ إفراج عن مدان ب+ ال+ سجن,يمكن ل+ ال+ معلم تحرير مدان ب+ ال+ سجن,1
4341,إن +ه بارد جد +ا على مدار ال+ سن +ة في خط ال+ استواء,إن +ه حار جد +ا على مدار ال+ سن +ة في خط ال+ استواء,0
4342,يتم استخدام ال+ مقص ل+ ال+ خياط +ة,يتم استخدام ال+ مقص ل+ قطع,0
4343,ال+ طريق ال+ سريع ينتمي إلى ال+ ملكي +ة ال+ خاص +ة,ال+ طريق ال+ سريع ينتمي إلى ال+ ممتلك +ات ال+ عام +ة,0
4344,يمكن ل+ ال+ سلحفا +ة أن تسابق ال+ شعر .,يمكن ل+ ال+ سلحفا +ة أن تسابق ال+ أرنب .,0
4345,س+ تشبع ال+ حظير +ة لأن +ك تريد ال+ عيش .,س+ تشبع جوع +ك لأن +ك تريد أن تعيش .,0
4346,قد تجد سنا في أذن +ك,قد تجد سنا في فم +ك,0
4347,يمكن أن ينكسر ال+ عشب .,يمكن أن ينكسر ال+ زجاج .,0
4348,يمكن ل+ ال+ كلب قراء +ة ال+ كتب .,يمكن ل+ ال+ طالب قراء +ة ال+ كتب .,0
4349,ذهب +ت ال+ طائر +ة إلى ال+ فضاء ال+ خارجي,ذهب +ت سفين +ة ال+ فضاء إلى ال+ فضاء ال+ خارجي,0
4350,ال+ نهر هو تدفق كبير من ال+ حجر,ال+ نهر هو تدفق كبير من ال+ ماء,0
4351,ال+ ماس رخيص جد +ا,ال+ ماس مكلف ل+ ال+ غاي +ة,0
4352,ال+ أفعى حيوان ذو دم بارد,ال+ كلب حيوان ب+ دم بارد,1
4353,اعتقل ال+ شرطي ال+ مشتبه ب+ +ه,اعتقل ال+ طفل ال+ مشتبه ب+ +ه,1
4354,تستخدم سال +ي ال+ عطور كل صباح قبل ال+ انطلاق ل+ ال+ عمل,تستخدم سال +ي رذاذ ال+ فلفل كل صباح قبل ال+ انطلاق ل+ ال+ عمل,1
4355,منزل ل+ +ه سقف .,منزل ليس ل+ +ه سقف .,1
4356,درج +ة حرار +ة جسم ال+ إنسان ثابت +ة,درج +ة حرار +ة جسم ال+ إنسان تتغير,1
4357,من ال+ مرجح أن تجد جهاز تلفزيون في ال+ مطبخ,من ال+ مرجح أن تجد غلاي +ة في ال+ مطبخ,0
4358,يمكن +ك استخدام ال+ دراس +ة ل+ ال+ استحمام .,يمكن +ك استخدام ال+ حمام ل+ ال+ استحمام .,0
4359,يرسل ال+ فيزيائي +ون صواريخ إلى ال+ قمر,يرسل علماء ال+ أحياء صواريخ إلى ال+ قمر,1
4360,كان +ت امرأ +ة حامل +ا,كان رجل حامل,1
4361,هناك ال+ عديد من ال+ قطار +ات و+ ال+ زهور في ال+ مدرس +ة .,هناك ال+ عديد من ال+ أشجار و+ ال+ زهور في ال+ مدرس +ة .,0
4362,عاد +ة ما تؤكل ال+ بيتزا ب+ واسط +ة عيدان تناول ال+ طعام,عاد +ة ما تؤكل ال+ بيتزا ب+ ال+ يد,0
4363,ال+ أسود هي آكل +ات ال+ لحوم,ال+ أسود هي آكل +ات ال+ عشب,1
4364,يمكن ل+ ال+ مؤقت توقيت ال+ سباق .,يمكن ل+ ال+ سماع +ة توقيت ال+ سباق .,1
4365,شخص ما لدي +ه عيد ميلاد,لا أحد لدي +ه عيد ميلاد,1
4366,ال+ نقد هو ل+ ال+ احتفال ب+ ال+ ترقي +ة .,تقديم هدي +ة هو ال+ احتفال ب+ ال+ ترقي +ة .,0
4367,يمكن +ك استخدام ال+ ماء ل+ ال+ طبخ .,يمكن +ك استخدام ال+ نار ل+ ال+ طهي,0
4368,لعب +ت ال+ ثعابين أمام ال+ سفين +ة في ال+ بحر .,لعب +ت ال+ دلافين أمام ال+ سفين +ة في ال+ بحر .,0
4369,خيب +ة أمل والد +ي في جائزتي ال+ أولى .,والد +ا +ي متحمس +ون لجائزتي ال+ أولى .,0
4370,كان مون +ي +ه إطار +ا,كان مون +ي +ه فرنسي +ا,0
4371,ال+ ناس أقصر من ال+ زراف +ات,ال+ ناس أطول من ال+ زراف +ات,1
4372,أنجب +ت ال+ مرأ +ة .,أنجب ال+ رجل .,1
4373,من ال+ مرجح أن تجد منطق +ة طبخ في عياد +ة طب ال+ أسنان,من ال+ مرجح أن تجد منطق +ة استقبال في مكتب طب ال+ أسنان,0
4374,يمكن +ك عزف ال+ موسيقى ب+ ال+ غيتار ال+ خاص بك .,يمكن +ك تشغيل ال+ موسيقى ب+ ال+ كر +ة .,1
4375,ايفرست أعلى من جبل فوجي,جبل إيفرست أقل من جبل فوجي,1
4376,يمكن +ك استخدام ال+ قطن ل+ صنع و+ ساد +ة .,يمكن +ك استخدام ال+ بلاستيك ل+ صنع و+ ساد +ة,1
4377,شيء تجد +ه في مضمار ال+ سباق هو قارب,شيء تجد +ه في مضمار ال+ سباق هو سيار +ة,0
4378,قد تجد ف+ س+ تان في ال+ غسالة,قد تجد حجر في ال+ غسالة,1
4379,تريد أكل ال+ خبز,تريد أكل مكتب,1
4380,يحتوي ال+ بلاستيك على ال+ كالسيوم,تحتوي ال+ عظام على ال+ كالسيوم,0
4381,شيء تجد +ه في ال+ برك +ة هو حصان,شيء تجد +ه في مرج هو حصان,0
4382,من ال+ مرجح أن تجد شقائق ال+ نعمان في ال+ ماء ال+ مالح,من ال+ مرجح أن تجد شقائق ال+ نعمان في ال+ ماء ال+ عذب,1
4383,ال+ بحث عن ال+ معرف +ة يجعل +ك ترغب في قراء +ة كتاب,ال+ بحث عن ال+ معرف +ة سيجعلك ترغب في لعب ألعاب ال+ فيديو,1
4384,يمكنني ال+ تحدث مع ال+ آخر +ين دون فتح فمي .,يمكنني ال+ استماع ل+ ال+ آخر +ين دون فتح فمي .,0
4385,وضع ال+ رسال +ة في ال+ ظرف,وضع ال+ بريد ال+ إلكتروني في ال+ ظرف,1
4386,ركوب ال+ دراج +ات يتطلب شرف +ة .,يتطلب ركوب ال+ دراج +ات ال+ توازن .,0
4387,أم +ي تشتري لي صاروخ +ا .,أم +ي تشتري ستر +ة لي .,0
4388,لا يمكن ل+ ال+ بشر أن يعيش +وا ب+ دون هواء,لا يمكن ل+ ال+ بشر أن يعيش +وا ب+ دون نمل,1
4389,مارك توين عالم .,ستيفن هوكينج عالم .,0
4390,نأكل ال+ كثير من ال+ ناس,نحن نعني ال+ كثير من ال+ ناس,0
4391,كان ال+ طبيب ستيفن سترينج طبيب +ا في ال+ بداي +ة,كان ال+ طبيب ستيفن س+ ترانج محامي +ا في ال+ بداي +ة,1
4392,سوف تكره نفس +ك عندما تتحدث مع ال+ آخر +ين,سوف تبتسم عندما تتحدث مع ال+ آخر +ين,0
4393,ينتمي ال+ كوبرا إلى ال+ حيوان +ات,ينتمي ال+ كوبرا إلى ال+ نبات,1
4394,يمكن +ك ال+ رقص على طاول +ة,يمكن +ك أن تأكل على طاول +ة,0
4395,واجب ال+ ملمس حماي +ة ال+ ناس من ال+ أذى,واجب عمال ال+ صرف ال+ صحي هو حماي +ة ال+ ناس من ال+ أذى,1
4396,من ال+ محتمل أن تجد فرس ال+ بحر في ال+ محيط,من ال+ محتمل أن تجد حصان +ا في ال+ محيط,1
4397,من ال+ مرجح أن تجد ديناصورا في مختبر أبحاث,من ال+ مرجح أن تجد فأر +ا في مختبر أبحاث,0
4398,يمكن +ك رؤي +ة ال+ قمر خلال ال+ نهار .,يمكن +ك رؤي +ة ال+ شمس خلال ال+ نهار .,0
4399,ال+ سماء صفراء,ال+ سماء زرقاء,0
4400,وضع +ت ليلى على ف+ س+ تان ل+ ال+ كر +ة,وضع +ت ليلى على تي شيرت ل+ كر +ة,1
4401,ال+ هدي +ة تتطلب من ال+ شخص أن يهب +ها,يتطلب تقديم هدي +ة لعب +ة ل+ إعطائ +ها,1
4402,يمكنني ال+ خروج ب+ دون ارتداء ال+ ملابس .,يمكنني ال+ خروج دون ارتداء معطف .,0
4403,توفر ال+ ترب +ة ال+ عناصر ال+ غذائي +ة ل+ ال+ نبات +ات,يوفر ال+ حجر ال+ عناصر ال+ غذائي +ة ل+ ال+ نبات +ات,1
4404,يضحك ال+ ناس عندما يكون +ون سعداء,يبكي ال+ ناس عندما يكون +ون سعداء,1
4405,عاد +ت استوديوهات سال +ي ال+ قديم +ة ل+ زيار +ت +ها,عاد طلاب سال +ي ال+ قدامى ل+ زيار +ت +ها .,0
4406,قد يتم كسر ال+ زجاج ب+ سهول +ة .,قد يتم كسر ال+ ماس ب+ سهول +ة .,1
4407,قد تجد بط +ة على ال+ شجر +ة,قد تجد عصفور على ال+ شجر +ة,0
4408,وضع ال+ ناس سل +ة ال+ قمام +ة في ال+ سل +ة,وضع ال+ ناس سل +ة ال+ قمام +ة في سل +ة ال+ قمام +ة,0
4409,تتطلب كتاب +ة ورق +ة ال+ بحث اهتمام +ا مركز +ا,تتطلب كتاب +ة ورق +ة ال+ بحث ال+ انتباه ال+ مشتت,1
4410,غالب +ا ما يرتدي ال+ رجال ال+ سراويل ال+ قصير +ة في ال+ صيف,غالب +ا ما يرتدي ال+ رجال ال+ سراويل ال+ قصير +ة في ال+ شتاء .,1
4411,شرب +ت جين زجاج +ة زيت .,شرب +ت جين زجاج +ات ماء .,0
4412,أرسل سانتا ك+ لوز جيم هدي +ة عيد ال+ ميلاد .,أرسل +ت سار +ة ل+ جيم هدي +ة عيد ال+ ميلاد .,0
4413,يصنع ال+ خبز من ال+ قمح .,ال+ خبز مصنوع من ال+ رمل .,1
4414,ال+ سمك +ة تستطيع ال+ عوم .,يمكن ل+ ال+ طيور ال+ سباح +ة .,1
4415,يستخدم ال+ قلم ل+ حفر ال+ ثقوب .,يتم استخدام ال+ مثقاب ل+ حفر ثقوب .,0
4416,ال+ زهور و+ ال+ حشر +ات مختلف +ة جد +ا .,ال+ زهور و+ ال+ حشر +ات ليس ل+ +ها علاق +ة .,1
4417,س+ تأكل في مطعم ل+ ال+ وجب +ات ال+ سريع +ة .,+كن +ت س+ تأكل في رائد فضاء ل+ ال+ وجب +ات ال+ سريع +ة .,1
4418,أسماك ال+ قرش تصطاد ال+ أغنام في ال+ بحر,أسماك ال+ قرش تصطاد ال+ حوت في ال+ بحر,0
4419,فحم ال+ كوك مصنوع من ال+ كحول .,فحم ال+ كوك مصنوع من شراب .,0
4420,قد يكون ال+ عالم ال+ زجاجي ال+ زخرفي عديم ال+ قيم +ة,قد يكون ال+ عالم ال+ زجاجي ال+ زخرفي عنصر +ا قابل +ا ل+ ال+ تحصيل,0
4421,من ال+ مرجح أن تجد بقر +ة في فناء,من ال+ محتمل أن تجد دلفين في فناء,1
4422,قد +ت سيار +ة على ال+ طريق .,قد +ت سفين +ة على ال+ طريق .,1
4423,أحضر +ت ماري بطاني +ة حريري +ة ل+ رحل +ت +ها في حال كان +ت ساخن +ة,أحضر +ت ماري بطاني +ة حريري +ة ل+ رحل +ت +ها في حال كان ال+ جو بارد +ا,0
4424,ملك يقود ال+ بلاد .,طفل يقود ال+ بلاد .,1
4425,إذا +كن +ت ترغب في ال+ بقاء ب+ صح +ة جيد +ة ، ف+ يجب علي +ك تناول لحم أحمر أقل,إذا +كن +ت ترغب في ال+ بقاء ب+ صح +ة جيد +ة ، ف+ يجب علي +ك تناول ال+ مزيد من ال+ لحوم ال+ حمراء,1
4426,جميع ال+ أغنياء غير أخلاقي +ين,ليس كل ال+ أغنياء غير أخلاقي +ين,0
4427,استخدم +ت سال +ي حيا +ة .,سال +ي تستخدم ال+ سكين .,0
4428,كتب جيل رسال +ة ب+ قلم .,كتب جيل رسال +ة ب+ فرع .,1
4429,إذا +كن +ت تريد ال+ حصول على بول ، ف+ يجب أن تجد غرف +ة معيش +ة,إذا +كن +ت ترغب في ال+ حصول على بول ، يجب أن تجد حمام +ا,0
4430,إذا +كن +ت ترغب في ال+ حصول على قسط من ال+ راح +ة ، ف+ يجب أن تحاول ال+ ضحك,إذا +كن +ت ترغب في ال+ حصول على قسط من ال+ راح +ة ، ف+ يجب أن تحاول ال+ نوم,0
4431,أنا أنظر إلى صور +ة .,ال+ صور +ة تنظر إلي .,1
4432,أصل عيد ال+ ميلاد في ال+ ولاي +ات ال+ متحد +ة,أصل عيد ال+ ميلاد في ال+ صين,1
4433,شيء قد تفعل +ه أثناء ال+ ذهاب إلى ال+ مدرس +ة هو إجراء اختبار,شيء قد تفعل +ه أثناء حضور ال+ اجتماع هو اختبار,1
4434,سكان ال+ قمر ودود +ون ل+ ال+ غاي +ة,سكان ال+ صين ودود +ون ل+ ال+ غاي +ة,0
4435,ال+ سكر هو طعام حلو,ال+ سكر طعام مر,1
4436,أحب كل طفل ب+ صوت عال و+ ب+ شد +ة .,ضحك كل طفل ب+ صوت عال و+ ب+ شراس +ة .,0
4437,ال+ توبيخ ال+ رسمي هو ال+ شكل ال+ أكثر شيوع +ا ل+ ال+ انتقام ال+ رسمي,ال+ توبيخ غير ال+ رسمي هو ال+ شكل ال+ أكثر شيوع +ا ل+ ال+ انتقام ال+ رسمي,1
4438,يكون ال+ طقس حار +ا في ال+ صيف,إن +ه حار في أعماق ال+ محيط .,1
4439,لدي فحص,لدي ال+ باندا ال+ حي +ة,1
4440,تأثير ال+ حب هو ال+ حزن,تأثير ال+ حب هو ال+ سعاد +ة .,0
4441,قال ل+ +ها قص +ة سعيد +ة ل+ تبهج +ها .,قال ل+ +ها قص +ة حزين +ة ل+ تبهج +ها .,1
4442,غالب +ا ما يمكن ل+ ال+ مراهق +ين حمل ال+ بنادق .,غالب +ا ما يمكن ل+ رجال ال+ شرط +ة حمل ال+ بنادق .,0
4443,مطعم يمكن أن يساعد ال+ ناس في علاج ال+ مرض,ال+ مستشفى يمكن أن يساعد ال+ ناس في علاج ال+ مرض,0
4444,ال+ كوكب ال+ أول في ال+ نظام ال+ شمسي هو عطارد,ال+ كوكب ال+ أول في ال+ مجموع +ة ال+ شمسي +ة هو ال+ زهر +ة,1
4445,أنا دائم +ا آكل ال+ تفاح .,أنا لا آكل أي شيء .,1
4446,يوفر ال+ مستشفى ال+ وصول إلى ال+ رعاي +ة ال+ طبي +ة .,يوفر ال+ مطعم إمكاني +ة ال+ وصول إلى ال+ رعاي +ة ال+ طبي +ة .,1
4447,سوف يصنع +ون ال+ قطط .,سوف يصنع +ون ال+ كعك .,0
4448,شيء قد يحدث نتيج +ة ل+ زراع +ة ال+ خضرو +ات هو ال+ حصول على ال+ طماطم,شيء قد يحدث نتيج +ة ل+ زراع +ة ال+ خضرو +ات هو أن تحصل على ال+ تفاح,1
4449,استخدم جاك كتاب +ا ل+ قص ال+ كعك +ة .,استخدم جاك سكين +ا ل+ قطع ال+ كعك +ة .,0
4450,أعطى ال+ أب ل+ ولد +ه سيجار +ة .,أعطى ال+ أب ولد +ه ممر .,0
4451,يتطلب غسل ملابس +ك ال+ ماء,يتطلب غسل ملابس +ك إطلاق نار,1
4452,اشترى بوب ال+ حليب في ال+ سوبر مارك +ت .,اشترى بوب ال+ حليب في مكتب ال+ شرط +ة .,1
4453,ال+ انتحار طوعي,ال+ انتحار ال+ قسري,1
4454,يمكن أن يعني ال+ شيف ال+ شفاء,يمكن ل+ ال+ طبيب أن يعني ال+ شفاء,0
4455,يمكن أن تنبت ال+ بذور ب+ دون أشع +ة ال+ شمس,يمكن أن تنبت ال+ بذور ب+ دون ماء,1
4456,يتم تدريس ال+ رياضي +ات لدي +نا من قبل مدرس ال+ رياض +ة,يتم تدريس كر +ة ال+ سل +ة ال+ خاص +ة ب+ +نا من قبل معلم +نا ال+ رياض +ة,0
4457,إذا +كن +ت تريد تصفح ال+ ويب ، ف+ يجب علي +ك فتح مستند Word .,إذا +كن +ت تريد تصفح ال+ ويب ، ف+ يجب علي +ك فتح متصفح .,0
4458,من ال+ مرجح أن تجد كلب +ا في متجر ل+ ال+ حيوان +ات ال+ أليف +ة,من ال+ محتمل أن تجد ديناصورا في متجر ل+ ال+ حيوان +ات ال+ أليف +ة,1
4459,يمكن أن يقدم ال+ منحرف حلوى ل+ ال+ أطفال,يمكن ل+ ال+ مدرس تقديم ال+ حلوى ل+ ال+ أطفال,0
4460,ال+ عزف على ال+ قيثار +ة هو ل+ ال+ ترفيه عن ال+ جمهور,عزف ال+ قيثار +ة ل+ إزعاج ال+ جمهور,1
4461,هناك ال+ عديد من ال+ أجانب في ال+ صين .,هناك ال+ كثير من ال+ ناس في ال+ صين .,0
4462,يمكن ل+ ال+ مالك رفع ال+ إيجار .,يمكن ل+ ال+ مستأجر رفع ال+ إيجار .,1
4463,يمكن صنع ال+ شوكولات +ة من حبوب ال+ كاكاو,يمكن صنع ال+ شوكولات +ة من سبائك ال+ ذهب,1
4464,من ال+ محتمل أن تجد قط +ة في ال+ محيط,من ال+ مرجح أن تجد سمك +ة قرش في ال+ محيط,0
4465,إن +ه يساعد على وضع علام +ة على ال+ سكك ال+ حديدي +ة حتى لا نضيع .,إن +ه يساعد على تحديد ال+ مسار حتى لا نضيع .,0
4466,يجب أن يقوم ال+ كلب ب+ ال+ أعمال ال+ منزلي +ة .,يجب على ال+ شخص ال+ قيام ب+ ال+ أعمال ال+ منزلي +ة .,0
4467,قد ترى حجر +ا في ال+ وعاء,قد ترى شريح +ة في ال+ وعاء,0
4468,سوف تحصل على أجر لأن +ك تريد ال+ عمل,سوف تحصل على أموال لأن +ك تريد ال+ نوم,1
4469,تناول ال+ عشاء هو ل+ ال+ تغذي +ة .,تناول ال+ غداء هو ال+ حصول على ال+ دهون .,1
4470,قم +نا ب+ طهي ال+ حظير +ة,رسم +نا ال+ حظير +ة,0
4471,لقد اتي +ت على جواد,ركب +ت منزل النمر .,1
4472,شيء قد يحدث نتيج +ة ل+ طهي وجب +ة هو أواني ال+ طبخ التي تحتاج إلى ال+ كسر,شيء قد يحدث نتيج +ة ل+ طهي وجب +ة هو أواني ال+ طهي التي تحتاج إلى ال+ غسيل,0
4473,إجاب +ة عن سؤال,قام ب+ ال+ رد على إشعار,1
4474,طار باتي على متن طائر +ة إلى ال+ مريخ,طار باتي على متن طائر +ة إلى باريس .,0
4475,لم يرغب إيدون في ال+ تنزه سير +ا على ال+ أقدام .,لم يرغب إيدون في ركوب ال+ دراج +ة .,1
4476,تأثير ال+ مشي هو رؤي +ة ال+ طبيع +ة,تأثير ال+ مشي هو رؤي +ة ال+ سوبر مارك +ت,1
4477,إفطار جاك حجر,إفطار جاك خبز,0
4478,أحب أنا و+ روبوت +ي ال+ ذهاب ل+ ال+ تنزه .,أحب ال+ مشي مع ال+ روبوت ال+ خاص بي .,0
4479,يرغب هنري في ال+ عثور على منزل ب+ ال+ قرب من محط +ة ال+ مترو ، ل+ ذلك س+ يكون من ال+ أنسب أخذ ال+ مترو إلى ال+ عمل,يرغب هنري في ال+ عثور على منزل بعيد عن محط +ة ال+ مترو ، لذا س+ يكون من ال+ أنسب أخذ ال+ مترو إلى ال+ عمل,1
4480,محفظ +ة بطاق +ة ال+ ائتمان أطول و+ أضيق من ال+ محفظ +ة ال+ نموذجي +ة,محفظ +ة بطاق +ات ال+ ائتمان أطول و+ أضيق من ورق A4,1
4481,شرب ال+ مزيد من ال+ خمور مفيد ل+ ال+ صح +ة,شرب ال+ مزيد من ال+ ماء مفيد ل+ ال+ صح +ة,0
4482,- ال+ جري تمرين جيد .,ال+ نوم هو تمرين جيد,1
4483,يذهب توني إلى ال+ بنك ل+ سحب بعض ال+ مال,س+ يذهب توني إلى حديق +ة ال+ حيوان +ات ل+ سحب بعض ال+ مال,1
4484,أخذ والد +ت +ه إلى ال+ مستشفى,أخذ والد +ت +ه إلى ال+ فضاء ال+ خارجي,1
4485,يمكن +ك شراء جهاز كمبيوتر من متجر إلكتروني +ات,يمكن +ك شراء كرسي في متجر ل+ ال+ الكتروني +ات,1
4486,ال+ ثاني هو وحد +ة قياس ال+ طول,ال+ مقياس هو وحد +ة قياس ال+ طول,0
4487,بصق بزر ال+ عنب عند تناول ال+ عنب .,بصق جلد ال+ تفاح عند تناول ال+ عنب .,1
4488,ال+ قطط لدي +ها أجنح +ة,ال+ طيور لدي +ها أجنح +ة,0
4489,يمكن ل+ ال+ كمبيوتر أن يطير .,يمكن ل+ ال+ كمبيوتر أن يحسب .,0
4490,إصاب +ات ال+ سحق جعل +ت +ه يصب ب+ أذى .,إصاب +ات ال+ سحق جعل +ت +ه قوي +ا .,1
4491,مارس عن طريق ال+ عزف على ال+ بيانو .,مارس +ها ب+ لعب كر +ة ال+ سل +ة .,0
4492,يجب علي +ك ال+ ذهاب إلى تيانجين إذا +كن +ت ترغب في زيار +ة ال+ مدين +ة ال+ محرم +ة .,يجب علي +ك ال+ ذهاب إلى بكين إذا +كن +ت ترغب في زيار +ة ال+ مدين +ة ال+ محرم +ة .,0
4493,ال+ أحذي +ة في محل بيع ال+ كتب معروض +ة ل+ ال+ بيع,ال+ كتب ال+ موجود +ة في ال+ مكتب +ة معروض +ة ل+ ال+ بيع,0
4494,عمر ال+ سلحفا +ة أطول من عمر ال+ كلب,ال+ سلحفا +ة لدي +ها حيا +ة أقصر من ال+ كلب,1
4495,ال+ صيني +ون ال+ قدماء مثل شرب ال+ شاي ال+ لبني .,ال+ صيني +ون ال+ قدماء مثل شرب ال+ شاي .,0
4496,غالب +ا ما يؤدي أعضاء ال+ أديان ال+ يمين .,غالب +ا ما يأخذ أعضاء ال+ أديان واح +ة .,1
4497,فيليس يأخذ صاروخ ل+ ال+ عمل كل يوم,فيليس يأخذ ال+ حافل +ة ل+ ال+ عمل كل يوم,0
4498,ال+ أقارب هو ال+ شخص الذي يعيش ب+ ال+ قرب من +ك .,ال+ جار هو ال+ شخص الذي يعيش ب+ ال+ قرب من +ك .,0
4499,كان +ت قدم +ها على عجل +ة ال+ قياد +ة,كان +ت يد +ها على عجل +ة ال+ قياد +ة,0
4500,يمكن +ك عاد +ة إيجاد خيم +ة أكسجين في ال+ مستشفى .,يمكن +ك عاد +ة ال+ عثور على نمر في ال+ مستشفى .,1
4501,آخر شيء تفعل +ه عندما تؤدي هو ال+ قفز .,آخر شيء تفعل +ه عند ال+ أداء هو ال+ انحناء .,0
4502,يشاهد ال+ ناس ال+ تلفزيون ل+ ال+ ترفيه,ال+ ناس يشاهدون ال+ تلفزيون ل+ ال+ نوم,1
4503,يمكن أن يفقس ال+ بيض ال+ دجاج,يمكن ل+ ال+ حجر أن يفقس ال+ دجاج,1
4504,و+ خز ال+ بالون إبر +ة .,و+ خز ال+ حجر ب+ إبر +ة .,1
4505,اكتشف نيوتن ال+ جاذبي +ة,اكتشف أينشتاين ال+ جاذبي +ة,1
4506,اخترع نيوتن ال+ مصباح ال+ كهربائي,اخترع اديس +ون ال+ مصباح ال+ كهربائي,0
4507,تعتبر ال+ بيتزا من أطباق ال+ طعام,تعتبر ال+ بيتزا غذاء ال+ قدم,1
4508,غالب +ا ما تستخدم ال+ ألياف ال+ ضوئي +ة ل+ ال+ عناي +ة ب+ ال+ جسم,غالب +ا ما يتم استخدام ال+ ألياف ال+ ضوئي +ة ل+ شبك +ات أجهز +ة ال+ كمبيوتر .,0
4509,قد تحتفل ب+ ميلاد جديد مع حفل +ة,يمكن +ك ال+ احتفال ب+ ميلاد جديد من خلال ال+ منافس +ة,1
4510,ال+ بلشون حيوان بري,ال+ بلشون طائر خوض,0
4511,يمكن أن يطفو ال+ قارب على ال+ ماء,يمكن أن يطفو ال+ حجر على ال+ ماء,1
4512,ال+ مرقص ل+ ال+ استحمام,ال+ مرقص هو ال+ رقص,0
4513,بعض ال+ كيمياء يمكن أن تضر ال+ ناس .,يمكن ل+ بعض ال+ مواد ال+ كيميائي +ة أن تضر ال+ ناس .,0
4514,ال+ محيط ال+ هندي صغير,ال+ محيط ال+ هندي كبير,0
4515,سافر ديفيد من ال+ صين إلى أمريكا في يوم +ين,سبح ديفيد من ال+ صين إلى أمريكا في يوم +ين,1
4516,يمسك بعض ال+ خيول في ال+ محيط .,يصطاد بعض ال+ أسماك في ال+ محيط .,0
4517,يمكن ل+ ال+ حب أن يعطي ديسباير,ال+ حب يمكن أن يعطي ال+ أمل,0
4518,شيء تجد +ه ب+ ال+ خارج هو شجر +ة,شيء تجد +ه في ال+ داخل هو شجر +ة,1
4519,جيف خسر صديق +ت +ه .,أعطى جيف صديق +ت +ه ورد +ة .,0
4520,يمكن ل+ ال+ شخص ال+ صم ال+ استماع إلى ال+ موسيقى .,يمكن ل+ رجل تفريغ ال+ استماع إلى ال+ موسيقى .,0
4521,سانتا ك+ لوز هو أسطور +ة ال+ شرق,سانتا ك+ لوز هو أسطور +ة ال+ غرب,0
4522,ب+ يجلز طعم +ه رائع مع ال+ جبن .,طعم ال+ حجار +ة رائع مع ال+ جبن .,1
4523,كلما كان ال+ إيجار أقل ، كان ذلك أفضل ل+ ال+ مستأجر .,كلما كان ال+ إيجار أعلى ، كان ذلك أفضل ل+ ال+ مستأجر .,1
4524,تطلب شرك +ة أخ +ي من ال+ موظف +ين ارتداء ملابس منزلق +ة أثناء ال+ عمل,تطلب شرك +ة أخ +ي من ال+ موظف +ين ارتداء ال+ قمصان أثناء ال+ عمل,0
4525,يميل ال+ مغني إلى ال+ شعبي +ة ل+ أن أغاني +ه جيد +ة,يميل ال+ مغني إلى ال+ شعبي +ة ل+ أن أغاني +ه سيئ +ة,1
4526,جراج ل+ +ه باب واحد على ال+ أقل,مرآب ل+ +ه باب +ين على ال+ أقل,1
4527,من ال+ مرجح أن تجد ال+ كلاب في ال+ مكتب,من ال+ محتمل أن تجد أجهز +ة كمبيوتر في مكتب,0
4528,ال+ سيد سميث على ال+ هاتف مع حيوان +ه ال+ أليف,ال+ سيد سميث على ال+ هاتف مع صديق +ه,0
4529,ال+ قط و+ ال+ فأر صديق +ان,ال+ قطط و+ ال+ فئران أعداء,0
4530,جاء +ت هذه ال+ مياه من ال+ أنهار ال+ جليدي +ة .,جاء هذا ال+ بطيخ من ال+ أنهار ال+ جليدي +ة .,1
4531,من ال+ محتمل أن تجد حصان +ا,من ال+ محتمل أن تجد شبح +ا,1
4532,نقيم حفل +ة عيد ميلاد ل+ عيد ميلاد شخص ما .,نقيم حفل زفاف ل+ عيد ميلاد شخص ما .,1
